project_id,project_name,description,category,cost,votes,agg_quartiers,src_district_code,approved,approved_binary
70,Toilettes publiques au Jardin du Barry,"Le Jardin du Barry est un poumon vert pour le quartier Cartoucherie, quartier d’immeubles très denses, ainsi que pour les quartiers alentour. Ce Jardin est appelé à voir de plus en plus d’usagers journaliers, avec les nombreux habitants de l’Ecoquartier Cartoucherie (3 525 logements à terme), habitant quasiment tous en appartement, qui ont besoin de prendre l’air avec leurs enfants, ou qui font du jogging ou promènent leur chien, mais également avec la fréquentation pendant leurs pauses par les étudiants des écoles environnantes, par les salariés des bureaux, y compris pour déjeuner. Ces utilisations du Jardin sont grandissantes à toute période de l’année. Sans compter les fêtes et rencontres amicales et familiales du week-end et l’utilisation des barbecues entre mai et octobre. Elle sera également accrue à toute époque de l’année, avec l’installation d’un terrain multisports et la réappropriation du Jardin par les habitants. Cette réappropriation du jardin comme lieu de promenade, de rencontre ou de pratique sportive passe par une meilleure propreté du jardin, qui n’est possible que si des toilettes sont disponibles. En effet, la fréquentation du Jardin est actuellement gâchée par le manque de toilettes publiques (besoin naturel des enfants et des adultes, dès qu’on passe plus d’une heure et demie dans un jardin) et par les toilettes sauvages (avec papier et déjections humaines) qui se sont installées dans tous les recoins du jardin. L’installation de toilettes PMR au Jardin du Barry répond à un besoin du quartier et peut bénéficier au plus grand nombre. Elle s'inscrit dans le cadre des actions soutenues par la Mairie de Toulouse pour une ville + verte et + respirable. La proposition est plurielle et complémentaire : - La demande n°1 concerne l’installation de toilettes publiques autonomes à lombricompostage dans le Jardin du Barry. Sans ajout de sciure, ces toilettes sont conçues pour être utilisées aucun réseau d’eau ni d’électricité et sans produits chimiques (contribuent à économiser 12 600 000 litres d’eau potable par an). Le design sobre et le matériaux bois à l’extérieur permet de bien s'insérer dans l’environnement et l’utilisation ne nécessite aucun gardiennage. Ces toilettes pourraient démocratiser et décomplexer l’utilisation des toilettes dites « sèches ». Ils s’utilisent comme des toilettes classiques : l’utilisateur appuie sur une pédale pour faire dérouler un tapis incliné. Ainsi, les matières sont envoyés à l’arrière du bâtiment et sont progressivement transformés en terreau par les lombrics (vers de terre à la fois saprophages - ils consomment des végétaux en décomposition - et coprophages - se nourrissent de matières fécales). Ainsi, il n’y a pas besoin d’ajouter de la sciure ni de la paille, ce qui permet de limiter à une fois tous les 5 à 15 ans l’évacuation des terreaux. Le coût de l’exploitation est quasiment nul : 1 intervention par an dans le local technique est nécessaire, la vidange ne s’effectue que rarement. Ex : en 2020 modèle SANILIGHT à Colomiers - lac du Perget / En 2017 Parc de L’Union comprenant une aire de pique-nique, des terrains de jeux et un stade (www.sanisphere-fr.com) Budget : de 21.000 € à 30.000 € selon le soubassement à prévoir. - La demande n°2 concerne l’installation d’une sanisette qui se nettoie automatiquement à proximité du jardin du Barry, sur le parking face au jardin du Barry ou rue Suzanne Noel à côté du parking Du Barry. L’emplacement à l’extérieur du jardin s’inspire des autres grands jardins toulousains qui n’accueillent pas directement de sanisette dans le jardin mais à proximité dans une rue. C'est une dépense d’investissement normalement éligible au budget participatif, les frais de location et d’entretien sont de la compétence de la ville, comme les 63 toilettes publiques déjà installés à Toulouse. Les toilettes étant auto-nettoyants, il n’y a pas beaucoup de nettoyage à prévoir, mais plutôt le remplacement des consommables. Pour rendre ce système plus écologique, il serait intéressant de remplacer l'eau potable par de l'eau non potable (près du parking par récupération des eaux de pluie / proche du jardin, par l'eau du lac après filtrage). Budget : coût d’installation de 10.000 et 20.000 euros la cabine Location 25.000 € annuel - Demande n°3 – installation d’urinoirs Pour résoudre le problème des urines sauvages au Jardin du Barry et transformer cette incivilité en un puissant fertilisant 100 % bio : l’urine est recueillie et valorisée par les plantes dans un massif végétal rempli de Chabazite (roche volcanique). La biomasse du bac, le terrain attenant et les plantes se nourrissent de ce fertilisant d'où une croissance accélérée. voir ECOSEC - http://parisette.coop Budget : modèle VESPALITE - budget à préciser",Cadre de vie,60000,27,Casselardit / Fontaine-Bayonne / Cartoucherie,2.4,False,0
143,Lampadaires à détecteur de mouvement piste cyclable Sud canal,"Bonjour, Modifier les lampadaires actuellement présents le long de la piste cyclable entre rocade Sud (pont piétons cyclable sur la Rocade) et la limite avec Ramonville (autre juridiction qui pourrait également être consultée) pour en faire des lampadaires à éclairage se déclenchant à la nuit tombée (prenant aussi en compte le changement d'heure été/hiver), et seulement en cas de mouvement détecté sur la voie à revêtement pour piétons & cyclables, pour une durée suffisante au temps de déplacement. Avantage : économie d’électricité et sécurisation circulation piétons-vélos. Budget : ne pas remplacer les lampadaires existants, mais les équiper d'un système de détection de mouvement efficace.",Énergie,50000,50,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,False,0
35,Installation des toilettes publiques entre la gare d'Arènes et le Carrefour Lombez,"Le passage souterrain piéton qui relie l’arrêt de bus à l'autre côté des rails (la Clinique Pasteur, Carrefour Lombez, McDonalds au Blvd Gabriel Koenigs) est régulièrement utilisé comme toilettes. Afin de rendre ce passage (notamment la rampe d’accès à mobilité réduite) moins sale et répugnant, il suffirait de donner aux personnes qui fréquentent ce coin la possibilité d’utiliser de vraies toilettes dignes. Une installation des toilettes publiques à la sortie du passage côté Blvd Koenigs au carré vert à côté des bancs semble d’être une solution pour ce quartier peu apprécié.",Cadre de vie,14000,19,Saint-Cyprien,2.1,False,0
47,Créer une forêt urbaine sur les friches de l’ancien Darty,Depuis la catastrophe AZF ce terrain est une friche où pousse les herbes et les peupliers au milieu des restes de goudron. Je propose à la place de planter des arbres avec des essences de la région ce qui permettra d’absorber une petite partie du CO2 rejeté par le périphérique adjacent et serait un pôle de fraîcheur dans cette zone très bétonné,Nature en ville,15000,47,Croix de Pierre / Route d'Espagne,2.2,False,0
8,Végétaliser les pieds d'arbres en ville,"Bonjour, je propose de végétaliser tous les pieds d'arbres du centre ville avec des plantes.",Nature en ville,50000,49,Capitole / Arnaud Bernard / Carmes,1.1,False,0
20,Rendre glamour les bornes de recyclage,"Et si on rendait plus belles les bornes de recyclage du verre dans Toulouse? Ces bornes sont un peu partout dans la ville. Elles sont pratiques mais pas très glamours. L'idée serait d'associer l'art au recyclage et d'embellir ces bornes en les peignant avec comme fil conducteur la couleur verte. On pourrait faire appel à des artistes locaux, à des associations et à des écoles. Qui sait, ça finira peut-être en parcours ""touristique"" dans la ville.",Cadre de vie,10000,11,Amidonniers / Compans-Caffarelli / Brouardel,1.2,False,0
160,Eclairage passage piéton ,"Le long de la voie ferrée ill existe un passage piéton entre la gare saint martin du touch vers un parc d'activités avec de grandes sociétés ATOS, ECA AEROSPACE... il est très emprunté à l'entrée et la sortie des bureaux mais éclairé inutilement toute la nuit sans passage. Cela crée une pollution visuelle d'autant plus que les poteaux lumineux sont très hauts en bois. Je propose des poteaux lumineux plus bas pour un passage piéton à led avec une détection pour être en mode 10% la nuit en veille puis 100% au passage. Gain d'énergie et de pollution visuelle.",Énergie,20000,8,Arènes Romaines / Ancely / Saint-Martin du Touch / Purpan,6.1,False,0
161,Ajout d'Arbres quartier des Arènes Romaines,"Plantation d'arbres supplémentaires à certains endroits du quartier des arènes romaines, comme par exemple, sur les espaces verts aux abords de la rue Carlos Gardel, aux abords de la route de Bayonne, ou encore sur le petit terrain engazonné situé au bord de la rue Jaufre Rudel, derrière le centre commercial Purpan (j'ai même pensé qu'à cet endroit, on pourrait créer un petit jardin public ou espace vert public arboré, comme ceux aux abords de la rue Carlos Gardel).",Nature en ville,70000,19,Arènes Romaines / Ancely / Saint-Martin du Touch / Purpan,6.1,False,0
7,Faire des voies vélos et piétons dédiées et bien délimitées,Pour favoriser la cohabitation piétons/cyclistes faire des voies dédiées vélo et piétons bien délimitées pour chacun. Y compris rue Alsace Lorraine où la cohabitation est vraiment compliquée et dangereuse. Et mettre en place les moyens pour que ce soit respectés avec rappel à l'ordre si besoin.,Éco-mobilité,150000,467,Capitole / Arnaud Bernard / Carmes,1.1,True,1
116,Création d’abris pour la faune,"La création d’abris à chauve souris, oiseaux et insecte. Recréer une chaîne alimentaire urbaine qui aura pour avantage entre autres de diminuer la présence de moustiques.",Nature en ville,4000,38,Jolimont / Soupetard / Roseraie / Gloire / Gramont / Amouroux,4.2,True,1
125,Planter des arbres entre la rocade et la voie verte de l'Hers,"La voie verte de l'Hers qui longe la rocade pourrait être bien plus agréable pour se promener, faire du sport s'il y avait davantage d'arbres entre la rocade et celle-ci. En ajoutant des arbres dont certains à feuilles persistantes, cette zone verte serait mieux isolée du trafic de la rocade.",Nature en ville,199500,94,Bonhoure / Guilheméry / Château de l'Hers / Limayrac / Côte Pavée,4.3,True,1
103,Végétalisation/ réaménagement  du square Bartoli,"Le square Bartoli (situé à côté du chemin Lpaujade)fait partie de l'OAP Lapujade et devait être un endroit végétalisé. Entouré de logements sociaux, le seul espace ""vert"" de ce secteur est ce square. Or celui-ci, exclusivement minéral à l'exposition sud, est absolument impraticable par les habitants et constitue l'été une vraie source de chaleur supplémentaire pour les logments qui l'entourent. En effet, ce square est encerclé par une route inutile (les services et les habitant disposent d'un parking à proximité immédiate pour faire demi tour), le square en lui -même est revêtu d'un bitume, un banc est situé au centre, et seuls deux arbres très jeunes constituent le seul apport végétal du site. Afin d'apporter un ilot de fraicheur dans ce secteur particulièrement urbanisé, et que cet espace public puisse enfin être utilisé par les habitants, il est indispensable de supprimer la route qui l'encercle, de supprimer le revêtement du square, et de planter à foison des végétaux persistants et caducs afin de lutter contre la chaleur l'été et contre la pollution l'été et l'hiver. Une fontaine pourrait également être implantée afin de rafraichir cet espace. Grace à l'ombre créée par les nouveaux végétaux, des bancs supplémentaires seraient bienvenus ainsi que des jeux pour enfants. Cette parcelle contenait une grande bio diversité avant d'être urbanisée massivement, des végétaux sont donc essentiels pour offrir à nouveau un refuge pour la biodiversité dans ce secteur. Sans compter, un espace public de qualité que les habitants pourront enfin utiliser.",Nature en ville,115000,7,Lapujade / Bonnefoy / Périole / Marengo / La Colonne,4.1,False,0
65,"Végétalisation rond point avenue de Lombez, boulevard Gabriel Koenings et environs","J'habite à l'avenue de Lombez. Chaque été avec les grosses chaleurs je remarque l'absence d'arbres et végétation dans ce rond point et sur les parties de l'av de Lombez et du boulevard Gabriel Koenings qui débouche sur ce rond point. Il y a un effet ilot de chaleur important et on remarque une différence de température énorme entre cette zone et les endroits près avec des arbres (voir place de la patte d'oie ou les arbres d'un côté de l'Av de Lombez). De plus, il y a de la place dans les zones bétonnées entre les trottoirs. Parallèlement, la récente réforme du boulevard Gabriel Koenings n'a pratiquement pas mis plus d'arbres et en été on a la même sensation, vous pourriez enlever quelques places de stationnement et planter également plus d'arbres. Rien de plus innovant que des des arbres, en maintenant les vois cyclables. Merci",Nature en ville,200000,37,Casselardit / Fontaine-Bayonne / Cartoucherie,2.4,False,0
42,Compostage commun/jardin participatif - Croix de PIerre,"Proposer un compostage commun pour le quartier croix de pierre, et/ou un jardin participatif (sur l'île du ramier ou tout autre lieu capable d'acceuillir un tel projet) en lien avec l'utilisation du compost. (ou compostage seul)",Déchets et Recyclage,7000,30,Croix de Pierre / Route d'Espagne,2.2,False,0
79,"Rue Negreneys : Un transport pour tous :  piste cyclable continue, sécurité pour les piétons et réduction de la vitesse ","La rue Negreneys relie Borderouge au canal. Depuis peu la section côté Minimes a été réhabilitée avec succès depuis peu,
Mais du 123 au 170 Rue negreneys, cette portion est à l'abandon des voitures ! Et dangereuses pour les autres usagers : micro trottoir, pas de pistes cyclables et surtout une double voie de voiture
Une intense circulation et à grande vitesse : La section entre le rond point Louis Bréfeuil et le BVD Pierre et Marie Curie est un point de transit énorme où converge : Rue E. Renan depuis les Izards / Av Bourgès ( depuis Borderouge). Rue Michl Ange ( Croix Daurade), R Pierre Cazeneuve et chemin Cordeau ( depuis le Canal + Av Pierre et Marie Curie).
Actuellement la double voie, l'afflux et la vitesse est telle qu'il est très dangereux de traverser cette portion : Proposition : des ralentisseurs + passage piétons matérialisés.
Les 2 trottoirs sont complètement discontinus et minuscules : impossible de passer une poussette, ni de croiser 2 piétons sans passer sur la chaussée: Créer une zone de passage continu ;
Vélo : Borderouge et le sud de Negreneys sont aménagés avec des pistes cyclables, reliant le centre-ville en transport doux. Multipliant les usagers du quotidien que je suis, et les ponctuels avec les stations vélo-toulouse poste 252 & 151) : pas de piste cyclable ! Obligation de circulation sur la double voix ou sur le trottoir déjà trop étroit pour les piétons dans le bon et à contre-sens : Proposition : création d'une piste cyclable pour effectuer la jonction des quartier, et sécurisé.
Croisement rue cordeau et Negereney s( 135) : Zone végétale et arborée : peu utilisée en raison du dépôt verre +boite le Relais, les deux débordants régulièrement. Proposition : décaler ces dépôts sur la zone bitumée pour une réappropriation de cet espace.
",Éco-mobilité,150000,47,Minimes / Barrière de Paris / Ponts-Jumeaux / La Vache / Raisins / Fondeyre,3.1,False,0
24,Arceau pour vélo,"L'usage du vélo est en nette progression; le nombre d'arceaux pour garer son vélo particulier est très insuffisant dans l'ensemble du centre ville et à proximité des marchés. Le dimanche matin, à l'occasion du marché St Aubin, c'est vraiment galère pour trouver un endroit où attacher son vélo ! Les barrières de trottoirs de toutes les rues environnantes ne suffisent pas; il faut se débrouiller avec les grilles des fenêtres des souplex, un poteau, un grillage, un tuteur d'arbre...",Éco-mobilité,35000,19,Les Chalets / Bayard / Belfort / Saint Aubin / Dupuy,1.3,False,0
155,Lutter contre la pollution des mégots,"En 2017, l’association Surfrider identifiait les mégots comme les principaux déchets plastiques retrouvés dans l’environnement, qu’il s’agisse des plages, des fonds marins, des rivières ou des lacs. Les mégots sont des déchets plastiques non biodégradables, le plus souvent en acétate de cellulose. Ils sont en revanche photodégradables ; la matière première finit donc par se diluer dans les eaux ou dans les sols. Selon l’INEPS (Institut National d’Éducation et de Prévention pour la Santé), on retrouve de l’acide cyanhydrique, du naphtalène, de la nicotine, de l’ammoniac, du cadmium, de l’arsenic, du mercure et même du plomb parmi les nombreuses substances toxiques. A savoir que la nicotine est utilisée comme insecticide depuis le XVème siècle ! Aujourd’hui encore, on l’emploie en tant que pesticide aux Etats-Unis, au Canada et en Europe de manière très encadrée à cause de sa toxicité sur la biodiversité aquatique (en effet, la molécule est très soluble dans l’eau). Selon une étude, menée par l’université d’État de San Diego en 2011 sur des poissons marins et d’eau douce, un seul mégot suffit à décimer la moitié de cette population de poisson. Les micro-organismes aquatiques sont également touchés : certains sont incapables de se reproduire et d’autres sont complètement paralysés après une exposition prolongée. De plus, les animaux marins peuvent ingérer les mégots, ce qui peut entraîner leur mort ou leur sous-nutrition en provoquant un faux sentiment de satiété (puisque les animaux ne régurgitent pas forcément cet élément). Ces essais écotoxicologiques conduisent à attribuer aux mégots « la propriété de danger HP 14 écotoxique », c’est-à-dire des déchets qui présentent ou peuvent présenter des risques immédiats ou différés pour une ou plusieurs composantes de l’environnement. A Toulouse, les mégots sont nombreux à être jetés par terre chaque année (pour donner une idée, dans la métropole bordelaise ils sont évalués à 200 millions). Or les eaux usées sont acheminées vers les stations d’épuration de la métropole tandis que les eaux pluviales elles sont dirigées vers le milieu naturel tel que la Garonne. Ce qui fait que les mégots y finissent directement, libérant au bout d’1 heure leurs composants chimiques dans l’eau qui l’entraine et la polluant ainsi avec 2500 substances nocives. Pour lutter contre ce problème nous pourrions : 1/ éduquer et sensibiliser le grand public notamment en mettant en place une campagne de communication permanente qui vise à informer les habitants du devenir des eaux pluviales et à l’impact sur le milieu naturel des déchets jetés dans les réseaux d’assainissement à l’image de ce qui a été fait à Bordeaux 2/ équiper les bouches d’égout de collecteurs de déchets : le principe consisterait à installer un système de bac grillagé amovible qui permettrait la retenue puis la collecte des déchets piégés par ce filtre évitant ainsi leur chute dans l’égout et leur entrainement jusqu’à la Garonne 3/ contractualiser un partenariat, développer une solution complète et innovante de sensibilisation, de collecte et de recyclage des mégots. Cela pourrait être sous forme d’une expérimentation dans des zones ciblées dans un premier temps (grosses zones fumeurs telles qu’aéroport, gares, cinémas, établissements scolaires types lycées écoles et facultés, regroupements de bars …) qui pourrait être généralisée ensuite si l’expérimentation est concluante. Nous pourrions commencer par traiter l'axe entre la Place Lafourcade et la Gare Saint Agne en passant par le Metro Saint Michel.",Déchets et Recyclage,30000,63,Saint-Michel / Saint-Agne / Empalot / Le Busca / Ile du Ramier / Monplaisir,5.3,True,1
203,Installer des racks à vélos devant tous les commerces et les zones vertes,"Aujourd'hui non seulement il est difficile de circuler en vélos dans les quartiers de Toulouse (routes en mauvais état, voies dangereuses) mais en plus il est encore souvent difficile d'attacher son vélo devant un commerce (par exemple route d'Agde ou avenue Jean Chaubet) ou devant un espace vert (Argoulets, micro-forêt des Géants au dessus du COSEC de Rangueil). Plus il y aura d'offres de racks, plus il y aura de vélos et donc moins de voitures.",Éco-mobilité,6000,75,Bonhoure / Guilheméry / Château de l'Hers / Limayrac / Côte Pavée,4.3,True,1
81,Aménager le Parc des Sept-Deniers avec un parcours sportif écologique,Je propose d'aménager le Parc des Sept Deniers en y installant un parcours sportif écologique (en plastique recyclé).,Nature en ville,25000,25,Sept Deniers / Ginestous-Sesquières / Lalande,3.2,False,0
73,Vélo-rue aux Minimes,"Idée : une vélo-rue avec ralentisseurs dans la rue Lambic. Cette rue est etroite pour laisser passer à la fois les voitures et les vélos à double sens. D'une part, cette rue est particulièrement empruntee par les cyclistes. D'autre part, les voitures roulent très vite dans cette rue. Elle serait dans la continuité de la vélo-rue pour se rendre à la piscine (Impasse Barthe) et d' eviter le rond point barrière de Paris. Emmanuelle",Éco-mobilité,30000,40,Minimes / Barrière de Paris / Ponts-Jumeaux / La Vache / Raisins / Fondeyre,3.1,False,0
136,Piste cyclable avenue Saint-Exupéry,"Lorsque l'on habite vers la place de l'ormeau, prendre le vélo pour aller en ville est dangereux. Ne serait il pas possible d'envisager d'y créer une véritable piste cyclable. Le besoin existe car il y a le collège Anatole France en bas de l'avenue. Une piste sécurisée permettrait aux collégiens de prendre le vélo. L'avenue étant étroite, ne pourrait il pas être envisagé un sens unique avenue Saint exupery et avenue Jean rieux.",Éco-mobilité,200000,492,Pont des Demoiselles / Ormeau / Montaudran / La Terrasse / Malepère,5.1,True,1
108,Installation de composteurs dans les écoles de la ville,"Installer des composteurs dans les écoles de la ville pour sensibiliser les enfants aux bonnes pratiques écologiques, réduire considérablement la part des déchets traités par les services d'ordures ménagères (1/3 de nos déchets sont compostables), fournir un engrais pour les espaces végétalisés des écoles, et enfin pour respecter la loi de transition énergétique et pour la croissance verte de 2015 qui prévoit la généralisation du tri à la source des biodéchets d’ici 2025.",Déchets et Recyclage,35000,47,Lapujade / Bonnefoy / Périole / Marengo / La Colonne,4.1,True,1
158,Plus de bancs dans les rues,"Je propose que des bancs soient ajoutés dans tous les quartiers, avec une densité suffisante pour pouvoir permettre à toutes les personnes fatigables de continuer à sortir et à marcher en ayant l'assurance de pouvoir se reposer régulièrement. Ceci contribuerait à la préservation de l'autonomie des personnes âgées. À titre d'exemple, je vois souvent un couple de personnes âgées à pied dans mon quartier, faisant des pauses inconfortables sur les murets des jardins, ou autres appuis de fenêtre.... De même ma grand-mère a arrêté d'aller à la poste à pied car elle était obligée de faire l'aller-retour d'une seule traite, alors qu'avec une pause, cela lui était tout à fait possible. Elle est donc devenue dépendante de nous pour y aller...",Cadre de vie,10000,13,Arènes Romaines / Ancely / Saint-Martin du Touch / Purpan,6.1,False,0
182,"Aménagement de cours ""OASIS"" à l'école élémentaire Victor Hugo","Les cours de l'école élémentaire Victor Hugo dans le quartier de Bellefontaine auraient besoin d'être rénovées. L'aménagement des cours en espaces plus rafraichis, plus agréables à vivre et mieux partagés par tous améliorerait le bien être des enfants du quartier. Il serait souhaitable de proposer des espaces plus naturels, davantage de végétation, une meilleure gestion des eaux de pluie et des points d'eau, des aménagements plus ludiques et adaptés aux besoins des enfants, des coins calmes et une meilleure répartition de l'espace. Ces cours pourraient devenir des ""espaces de fraicheur"" utilisés également par les centres de loisirs notamment en juillet et Août. Ces cours ""Oasis"" prendraient tout leur sens pendant les périodes chaudes qui s'allongent au fil des années.",Nature en ville,200000,33,Mirail-Université / Reynerie / Bellefontaine,6.3,True,1
185,Un city stade pour les enfants de moins de 11ans,"Cette idée a été transmise via un formulaire papier par Nejma. Pour le quartier Reynerie - Rue Jean Gilles. Les grands du quartier utilisent le city-stade actuel, les petits n'ont pas la possibilité d'utiliser l'existant car beaucoup d'ados occupent le city-stade. Un deuxième city-stade ne serait pas de trop. + installer un filet de protection -> importance +++",Cadre de vie,65000,6,Mirail-Université / Reynerie / Bellefontaine,6.3,False,0
86,Zone verte des Ponts-Jumeaux : équipements sportifs,"La zone verte des Ponts-Jumeaux, entre la rue des Sports et la rocade, est un espace intéressant, très grand, un peu sauvage, mal aménagé. La Mairie pourrait remettre à niveau les jeux d’enfants, mettre un espace pique-nique mais également aménager peut-être réaménager les grands terrains de football aujourd’hui en sable en terrains synthétiques, éventuellement le réduire de taille pour en faire deux, un de foot et un de rugby",Cadre de vie,150000,59,Sept Deniers / Ginestous-Sesquières / Lalande,3.2,True,1
93,Réduire la pollution sonore,"La pollution sonore induite par la densification du quartier devient très problématique et un obstacle au bien-vivré ensemble. Les 2-roues en sont la principale source (vitesse excessive, moteurs et échappements trafiqués). Serait-il possible de mener une campagne de sensibilisation et installer des radars sonores (Chemin des izards, route de Launaguet…) ?",Cadre de vie,35000,33,Trois Cocus / Borderouge / Croix-Daurade / Paléficat / Grand Selve,3.3,True,1
56,Un verger pour les enfants du bitume (plantation d’arbres fruitiers dans le quartier ),"ALIMECO est une association à but non lucratif créée en 2020 suite à la crise sanitaire pour répondre à l'urgence alimentaire des familles. Elle concerne tous les habitants des quartiers de BAFAPATABOR (Bagatelle, Faourette, Papus, Tabar et Bordelongue). ALIMECO est constituée de 40 bénévoles, d'une salariée à temps partiel et a pour ambition de développer l'autonomie alimentaire sur ces quartiers. Dans l’esprit du plan municipal « 100 000 arbres à Toulouse d’ici 2030 », nous proposons l'idée d'un projet pérenne et constructeur: implanter à BaFaPaTaBor 300 arbres fruitiers, dont chacun porterait symboliquement le prénom d’un enfant ou d’un jeune , dans ces quartiers où 10 000 résidents ont entre en 0 et 17 ans. Les objectifs sont multiples: : 1) Maintenir et enrichir la biodiversité dans un quartier très urbanisé : les espèces arboricoles implantées seront totalement adaptées au biotope toulousain; 2) Impliquer les habitants à prendre soin du vivant, de manière vertueuse sur le plan écologique, en cohérence avec la « Charte de l’Arbre à Toulouse"" 3) Promouvoir l’accès à une alimentation de qualité, provenant de source saine et et de saison (vocation principale d’ALIMECO) : récolte, transformation, conservation, via la Maison de Quartier de Bagatelle par exemple; 4) Créer un parrainage durable « Un arbre, un jeune, un prénom » en recréant le lien entre le vivant et ces quartiers que précarité économique et sociale tiennent souvent éloignés de ces thématiques pourtant essentielles.",Nature en ville,100000,64,Fontaine-Lestang / Arènes / Bagatelle / Papus / Tabar / Bordelongue / Mermoz / La Faourette,2.3,True,1
10,Voilage d'ombres sur les jeux public de plein air pour enfants,"Plusieurs jeux à destination des tout petits ou plus grands sont en plein soleil à Toulouse: - Place Saint Georges - Place Occitane - Raymond VI - Borderouge -Jardin Niel D'autres exemples sont possibles ! Tobogans brulants, coups de chaud.... ils sont impraticables... La mairie pourrait assez facilement installer des voilages suspendus en hauteur accrochés à des piquets comme cela se pratique au Portugal ou en Espagne afin de les rendre ombragés.",Cadre de vie,10000,31,Capitole / Arnaud Bernard / Carmes,1.1,False,0
83,Aire sportive et ludique intergénérationnelle autour d'un pumptrack,"Pourquoi une aire de jeu intergénérationnelle ? Parce-qu'il est bon de jouer ensemble ! Bon pour la santé, physique et psychologique, bon pour la solidarité et le bien vivre ensemble. Et intergénérationnelle ? Parceque les adultes aussi devraient jouer, évacuer le stress, réduire les tensions, connaître leurs voisins. Et pourquoi un pumptrack ? Cette activité sportive est ludique dès 2-3 ans, jusqu'à 80 ans. La piste de pumptrack permet de faire des sports non polluants, peut être entourée de verdure, voire d'autres ateliers d'équilibre ou de gym, qui amuseront petits et grands. Le sport, les activités en extérieur, amènent un état d'esprit plus positif globalement. Les gens se rapprochent et communiquent autour des sports. Notre famille a pu parcourir plusieurs pumptrack : l'ambiance y est toujours bienveillante, les gens discutent entre eux, ont soif de partager. On y retrouve bien souvent des familles qui amènent de petits enfants, et les parents se laissent tenter de reprendre un sport qu'ils avaient mis de côté parfois, dans le rythme métro boulot marmots ! Aussi c'est une installation ""montante"" : il s'en construit de plus en plus, la popularité et l'utilisation de ces structures ne cessent de croître. Toulouse va forcément y penser, alors pourquoi pas dans notre quartier ? Le quartier familial des Sept Deniers a bien le même esprit que le pumptrack, dynamique, intergénérationnel, solidaire, bienveillant et respectueux de la nature. Vous trouverez en suivant un lien vers un constructeur : www.bikesolutions.fr. Il en existe d'autres. Je vous remercie pour l'attention que vous portez aux citoyens. Bien à vous,",Cadre de vie,150000,26,Sept Deniers / Ginestous-Sesquières / Lalande,3.2,False,0
112,Rond point allée Brunaud quartier Roseraie,"Revoir le tracé de sortie du rond point allée Brunaud vers roseraie bordure trottoir souvent démolie car circulation très dangereuse si dépassement car il y a double file , et en sortie de la file droite on déborde sur la file gauche: la pratique c'est mieux que la théorie pour le tracé des ronds points MAX",Cadre de vie,8000,8,Jolimont / Soupetard / Roseraie / Gloire / Gramont / Amouroux,4.2,False,0
126,Aménagement berge canal du midi ,Port st sauveur enlevez les places de parking et aménager en pelouse et espaces verts.,Nature en ville,170000,103,Bonhoure / Guilheméry / Château de l'Hers / Limayrac / Côte Pavée,4.3,True,1
31,Aire de jeux pour enfants ,"Installation d une aire de jeux pour les jeunes enfants ( toboggan, portiques .....) et bancs pour les parents , les grands parents ou les nourrices dans ce joli square bien arboré qui serre actuellement de urinodrome canin situé au bout de la rue des arcs saint cyprien , bout de la rue de cugnaux , face clinique , à côté école proximité allées Charles De Fitte Et je n ai pas trouvé le nom de ce petit square....",Cadre de vie,100000,9,Saint-Cyprien,2.1,False,0
49,"Corriger les discontinuités entre les pistes cyclables Bd Déodat de Séverac, l'arrêt de tram Croix de Pierre et le pont","Les pistes cyclables à croix de pierre mériteraient d'être réaménagées. Il y a une discontinuité entre la piste bd deodat de severac et les deux pistes cyclables (rond point Pierre Bourthoumieux) amenant au pont de Croix de Pierre. Sur la piste cyclable on trouve notamment une station velib, un arbre, un aménagement en dur pour empêcher le stationnement. Les voyageurs tisseo sortant du tram pour aller au carrefour city traversent également la piste cyclable. De plus en plus de gens prennent le vélo et ces discontinuités et carrefour de mobilité entre tram piéton et vélo sont accidentogènes.",Éco-mobilité,70000,51,Croix de Pierre / Route d'Espagne,2.2,True,1
179,Augmenter l'Installation de L'arbre Algal dans Toulouse,Cet épurateur d'air est un dispositif bénéfique pour la qualité de l'air de Toulouse. Ses implantations doivent se voir augmenter notamment dans des zones stratégiques de forte pollution de l'air comme la gare de Matabiau ou bien la station de métro de basso cambo.,Nature en ville,80000,5,Mirail-Université / Reynerie / Bellefontaine,6.3,False,0
80,Installer des échiquiers au Jardin Claude Nougaro,"L'installation d'échiquiers formant partie du mobilier urbain du jardin serait un grand atout pour ce lieu. En effet, ces tables permettraient de jouer aux échecs et aux dames en apportant ses pièces mais seraient aussi un lieu de rencontre pour les gens du quartier. Elles permettraient aussi aux jeunes du quartier de découvrir ces jeux.",Cadre de vie,3000,9,Minimes / Barrière de Paris / Ponts-Jumeaux / La Vache / Raisins / Fondeyre,3.1,False,0
167,Terrain Multi Activités à proximité du Touch,"Nous pourrions aménager les terrains de Tennis qui sont à l'abandon en bord du Touch, en Terrain Multi Activités, qui serait très apprécié par l'ensemble des riverains et citoyens de la ZAC de Saint-Martin-du-Touch.",Cadre de vie,150000,49,Arènes Romaines / Ancely / Saint-Martin du Touch / Purpan,6.1,False,0
